pair,ema,bol_band,bol_std,result
DOGE/USDT,25,77,24,486.75
NEAR/USDT,25,77,24,-19.71
TIA/USDT,25,77,24,-56.36
TAO/USDT,25,77,24,-9.67
TON/USDT,25,77,24,-13.06
ETH/USDT,25,77,25,410.46
BTC/USDT,25,77,25,316.95
DOGE/USDT,25,77,25,472.13
NEAR/USDT,25,77,25,27.83
TIA/USDT,25,77,25,-66.35
TAO/USDT,25,77,25,-19.56
TON/USDT,25,77,25,-15.18
ETH/USDT,25,77,26,368.31
BTC/USDT,25,77,26,318.08
DOGE/USDT,25,77,26,498.41
NEAR/USDT,25,77,26,-51.78
TIA/USDT,25,77,26,-61.11
TAO/USDT,25,77,26,-39.02
TON/USDT,25,77,26,-12.03
ETH/USDT,25,77,27,325.17
BTC/USDT,25,77,27,327.13
DOGE/USDT,25,77,27,450.34
NEAR/USDT,25,77,27,-57.29
TIA/USDT,25,77,27,-53.12
TAO/USDT,25,77,27,-43.15
TON/USDT,25,77,27,-12.55
ETH/USDT,25,77,28,291.52
BTC/USDT,25,77,28,351.45
DOGE/USDT,25,77,28,421.72
NEAR/USDT,25,77,28,-36.32
TIA/USDT,25,77,28,-31.96
TAO/USDT,25,77,28,-35.86
TON/USDT,25,77,28,-8.85
ETH/USDT,25,77,29,284.35
BTC/USDT,25,77,29,333.89
DOGE/USDT,25,77,29,443.86
NEAR/USDT,25,77,29,-74.15
TIA/USDT,25,77,29,-50.75
TAO/USDT,25,77,29,-35.29
TON/USDT,25,77,29,-8.85
ETH/USDT,25,78,17,466.89
BTC/USDT,25,78,17,247.55
DOGE/USDT,25,78,17,636.13
NEAR/USDT,25,78,17,134.92
TIA/USDT,25,78,17,-59.68
TAO/USDT,25,78,17,6.73
TON/USDT,25,78,17,-11.62
ETH/USDT,25,78,18,413.34
BTC/USDT,25,78,18,235.77
DOGE/USDT,25,78,18,637.78
NEAR/USDT,25,78,18,80.83
TIA/USDT,25,78,18,-58.86
TAO/USDT,25,78,18,-5.69
TON/USDT,25,78,18,-13.71
ETH/USDT,25,78,19,441.13
BTC/USDT,25,78,19,245.12
DOGE/USDT,25,78,19,598.85
NEAR/USDT,25,78,19,-1.29
TIA/USDT,25,78,19,-83.22
TAO/USDT,25,78,19,1.45
TON/USDT,25,78,19,-12.82
ETH/USDT,25,78,20,454.59
BTC/USDT,25,78,20,232.84
DOGE/USDT,25,78,20,638.52
NEAR/USDT,25,78,20,5.03
TIA/USDT,25,78,20,-105.03
TAO/USDT,25,78,20,-6.87
TON/USDT,25,78,20,-10.58
ETH/USDT,25,78,21,475.87
BTC/USDT,25,78,21,277.98
DOGE/USDT,25,78,21,559.81
NEAR/USDT,25,78,21,39.91
TIA/USDT,25,78,21,-91.27
TAO/USDT,25,78,21,-12.58
TON/USDT,25,78,21,-10.97
ETH/USDT,25,78,22,469.57
BTC/USDT,25,78,22,316.2
DOGE/USDT,25,78,22,566.7
NEAR/USDT,25,78,22,-51.72
TIA/USDT,25,78,22,-96.56
TAO/USDT,25,78,22,-7.35
TON/USDT,25,78,22,-12.43
ETH/USDT,25,78,23,458.4
BTC/USDT,25,78,23,342.15
DOGE/USDT,25,78,23,499.26
NEAR/USDT,25,78,23,-65.55
TIA/USDT,25,78,23,-76.78
TAO/USDT,25,78,23,-4.68
TON/USDT,25,78,23,-11.6
ETH/USDT,25,78,24,426.47
BTC/USDT,25,78,24,340.6
DOGE/USDT,25,78,24,483.31
NEAR/USDT,25,78,24,-32.31
TIA/USDT,25,78,24,-63.36
TAO/USDT,25,78,24,-9.75
TON/USDT,25,78,24,-12.57
ETH/USDT,25,78,25,404.12
BTC/USDT,25,78,25,321.78
DOGE/USDT,25,78,25,472.52
NEAR/USDT,25,78,25,10.34
TIA/USDT,25,78,25,-62.16
TAO/USDT,25,78,25,-23.55
TON/USDT,25,78,25,-15.18
ETH/USDT,25,78,26,366.89
BTC/USDT,25,78,26,320.33
DOGE/USDT,25,78,26,524.83
NEAR/USDT,25,78,26,-46.97
TIA/USDT,25,78,26,-67.72
TAO/USDT,25,78,26,-37.75
TON/USDT,25,78,26,-13.48
ETH/USDT,25,78,27,314.61
BTC/USDT,25,78,27,346.3
DOGE/USDT,25,78,27,443.81
NEAR/USDT,25,78,27,-37.03
TIA/USDT,25,78,27,-67.57
TAO/USDT,25,78,27,-37.69
TON/USDT,25,78,27,-12.24
ETH/USDT,25,78,28,282.48
BTC/USDT,25,78,28,343.45
DOGE/USDT,25,78,28,416.65
NEAR/USDT,25,78,28,-43.86
TIA/USDT,25,78,28,-32.35
TAO/USDT,25,78,28,-29.81
TON/USDT,25,78,28,-8.85
ETH/USDT,25,78,29,296.41
BTC/USDT,25,78,29,328.74
DOGE/USDT,25,78,29,435.62
NEAR/USDT,25,78,29,-70.75
TIA/USDT,25,78,29,-36.98
TAO/USDT,25,78,29,-33.09
TON/USDT,25,78,29,-7.96
ETH/USDT,25,79,17,469.05
BTC/USDT,25,79,17,236.21
DOGE/USDT,25,79,17,635.3
NEAR/USDT,25,79,17,139.8
TIA/USDT,25,79,17,-63.14
TAO/USDT,25,79,17,8.78
TON/USDT,25,79,17,-11.62
ETH/USDT,25,79,18,400.02
BTC/USDT,25,79,18,238.43
DOGE/USDT,25,79,18,623.77
NEAR/USDT,25,79,18,91.67
TIA/USDT,25,79,18,-55.43
TAO/USDT,25,79,18,-7.14
TON/USDT,25,79,18,-15.06
ETH/USDT,25,79,19,428.97
BTC/USDT,25,79,19,238.38
DOGE/USDT,25,79,19,596.89
NEAR/USDT,25,79,19,24.65
TIA/USDT,25,79,19,-94.47
TAO/USDT,25,79,19,1.04
TON/USDT,25,79,19,-12.82
ETH/USDT,25,79,20,444.6
BTC/USDT,25,79,20,243.36
DOGE/USDT,25,79,20,651.89
NEAR/USDT,25,79,20,12.31
TIA/USDT,25,79,20,-98.22
TAO/USDT,25,79,20,-7.28
TON/USDT,25,79,20,-9.44
ETH/USDT,25,79,21,474.95
BTC/USDT,25,79,21,299.83
DOGE/USDT,25,79,21,563.82
NEAR/USDT,25,79,21,57.53
TIA/USDT,25,79,21,-99.74
TAO/USDT,25,79,21,-13.24
TON/USDT,25,79,21,-13.4
ETH/USDT,25,79,22,458.08
BTC/USDT,25,79,22,327.39
DOGE/USDT,25,79,22,573.73
NEAR/USDT,25,79,22,-48.23
TIA/USDT,25,79,22,-99.99
TAO/USDT,25,79,22,-14.79
TON/USDT,25,79,22,-12.43
ETH/USDT,25,79,23,458.16
BTC/USDT,25,79,23,339.88
DOGE/USDT,25,79,23,511.27
NEAR/USDT,25,79,23,-87.7
TIA/USDT,25,79,23,-85.68
TAO/USDT,25,79,23,-3.45
TON/USDT,25,79,23,-11.6
ETH/USDT,25,79,24,435.34
BTC/USDT,25,79,24,341.82
DOGE/USDT,25,79,24,480.33
NEAR/USDT,25,79,24,-32.55
TIA/USDT,25,79,24,-65.58
TAO/USDT,25,79,24,-12.39
TON/USDT,25,79,24,-12.57
ETH/USDT,25,79,25,397.83
BTC/USDT,25,79,25,329.3
DOGE/USDT,25,79,25,486.05
NEAR/USDT,25,79,25,6.33
TIA/USDT,25,79,25,-62.69
TAO/USDT,25,79,25,-26.8
TON/USDT,25,79,25,-10.53
ETH/USDT,25,79,26,347.23
BTC/USDT,25,79,26,331.55
DOGE/USDT,25,79,26,509.28
NEAR/USDT,25,79,26,-16.49
TIA/USDT,25,79,26,-66.07
TAO/USDT,25,79,26,-34.98
TON/USDT,25,79,26,-13.48
ETH/USDT,25,79,27,303.13
BTC/USDT,25,79,27,329.44
DOGE/USDT,25,79,27,448.02
NEAR/USDT,25,79,27,-32.83
TIA/USDT,25,79,27,-66.8
TAO/USDT,25,79,27,-36.55
TON/USDT,25,79,27,-13.48
ETH/USDT,25,79,28,292.17
BTC/USDT,25,79,28,352.4
DOGE/USDT,25,79,28,412.47
NEAR/USDT,25,79,28,-46.77
TIA/USDT,25,79,28,-29.9
TAO/USDT,25,79,28,-30.13
TON/USDT,25,79,28,-10.83
ETH/USDT,25,79,29,295.05
BTC/USDT,25,79,29,320.6
DOGE/USDT,25,79,29,447.59
NEAR/USDT,25,79,29,-54.74
TIA/USDT,25,79,29,-28.0
TAO/USDT,25,79,29,-28.07
TON/USDT,25,79,29,-7.96
ETH/USDT,25,80,17,445.58
BTC/USDT,25,80,17,222.88
DOGE/USDT,25,80,17,656.69
NEAR/USDT,25,80,17,130.85
TIA/USDT,25,80,17,-64.12
TAO/USDT,25,80,17,12.18
TON/USDT,25,80,17,-11.76
ETH/USDT,25,80,18,411.24
BTC/USDT,25,80,18,232.89
DOGE/USDT,25,80,18,612.28
NEAR/USDT,25,80,18,69.96
TIA/USDT,25,80,18,-56.28
TAO/USDT,25,80,18,-6.74
TON/USDT,25,80,18,-15.06
ETH/USDT,25,80,19,419.39
BTC/USDT,25,80,19,233.14
DOGE/USDT,25,80,19,595.23
NEAR/USDT,25,80,19,31.37
TIA/USDT,25,80,19,-89.51
TAO/USDT,25,80,19,2.04
TON/USDT,25,80,19,-12.57
ETH/USDT,25,80,20,468.12
BTC/USDT,25,80,20,252.93
DOGE/USDT,25,80,20,666.53
NEAR/USDT,25,80,20,24.04
TIA/USDT,25,80,20,-103.06
TAO/USDT,25,80,20,-8.49
TON/USDT,25,80,20,-8.55
ETH/USDT,25,80,21,439.15
BTC/USDT,25,80,21,297.08
DOGE/USDT,25,80,21,561.49
NEAR/USDT,25,80,21,44.94
TIA/USDT,25,80,21,-120.01
TAO/USDT,25,80,21,-15.14
TON/USDT,25,80,21,-10.95
ETH/USDT,25,80,22,460.42
BTC/USDT,25,80,22,344.65
DOGE/USDT,25,80,22,550.94
NEAR/USDT,25,80,22,-25.1
TIA/USDT,25,80,22,-92.11
TAO/USDT,25,80,22,-12.62
TON/USDT,25,80,22,-12.67
ETH/USDT,25,80,23,456.81
BTC/USDT,25,80,23,342.43
DOGE/USDT,25,80,23,523.93
NEAR/USDT,25,80,23,-65.44
TIA/USDT,25,80,23,-83.79
TAO/USDT,25,80,23,-6.01
TON/USDT,25,80,23,-11.28
ETH/USDT,25,80,24,441.55
BTC/USDT,25,80,24,345.88
DOGE/USDT,25,80,24,482.19
NEAR/USDT,25,80,24,-49.62
TIA/USDT,25,80,24,-66.91
TAO/USDT,25,80,24,-10.4
TON/USDT,25,80,24,-7.92
ETH/USDT,25,80,25,401.36
BTC/USDT,25,80,25,331.86
DOGE/USDT,25,80,25,482.21
NEAR/USDT,25,80,25,-3.81
TIA/USDT,25,80,25,-58.7
TAO/USDT,25,80,25,-34.04
TON/USDT,25,80,25,-10.53
ETH/USDT,25,80,26,351.05
BTC/USDT,25,80,26,334.71
DOGE/USDT,25,80,26,479.61
NEAR/USDT,25,80,26,-9.16
TIA/USDT,25,80,26,-58.91
TAO/USDT,25,80,26,-35.89
TON/USDT,25,80,26,-13.48
ETH/USDT,25,80,27,302.27
BTC/USDT,25,80,27,327.86
DOGE/USDT,25,80,27,481.34
NEAR/USDT,25,80,27,-40.15
TIA/USDT,25,80,27,-64.35
TAO/USDT,25,80,27,-28.26
TON/USDT,25,80,27,-13.48
ETH/USDT,25,80,28,306.84
BTC/USDT,25,80,28,366.49
DOGE/USDT,25,80,28,416.41
NEAR/USDT,25,80,28,-41.08
TIA/USDT,25,80,28,-22.55
TAO/USDT,25,80,28,-14.66
TON/USDT,25,80,28,-9.47
ETH/USDT,25,80,29,299.54
BTC/USDT,25,80,29,302.35
DOGE/USDT,25,80,29,450.98
NEAR/USDT,25,80,29,-57.08
TIA/USDT,25,80,29,-32.29
TAO/USDT,25,80,29,-22.3
TON/USDT,25,80,29,-7.96
ETH/USDT,25,81,17,404.47
BTC/USDT,25,81,17,205.76
DOGE/USDT,25,81,17,643.82
NEAR/USDT,25,81,17,131.63
TIA/USDT,25,81,17,-75.39
TAO/USDT,25,81,17,12.52
TON/USDT,25,81,17,-11.76
ETH/USDT,25,81,18,407.96
BTC/USDT,25,81,18,231.38
DOGE/USDT,25,81,18,601.62
NEAR/USDT,25,81,18,63.74
TIA/USDT,25,81,18,-61.83
TAO/USDT,25,81,18,-6.74
TON/USDT,25,81,18,-12.49
ETH/USDT,25,81,19,402.61
BTC/USDT,25,81,19,253.34
DOGE/USDT,25,81,19,591.49
NEAR/USDT,25,81,19,41.27
TIA/USDT,25,81,19,-88.17
TAO/USDT,25,81,19,-4.03
TON/USDT,25,81,19,-11.92
ETH/USDT,25,81,20,477.23
BTC/USDT,25,81,20,265.14
DOGE/USDT,25,81,20,625.39
NEAR/USDT,25,81,20,11.5
TIA/USDT,25,81,20,-102.06
TAO/USDT,25,81,20,-10.56
TON/USDT,25,81,20,-9.44
ETH/USDT,25,81,21,442.95
BTC/USDT,25,81,21,288.29
DOGE/USDT,25,81,21,561.71
NEAR/USDT,25,81,21,26.31
TIA/USDT,25,81,21,-127.81
TAO/USDT,25,81,21,-13.0
TON/USDT,25,81,21,-10.95
ETH/USDT,25,81,22,450.51
BTC/USDT,25,81,22,316.25
DOGE/USDT,25,81,22,565.41
NEAR/USDT,25,81,22,-27.55
TIA/USDT,25,81,22,-89.18
TAO/USDT,25,81,22,-8.34
TON/USDT,25,81,22,-13.76
ETH/USDT,25,81,23,444.07
BTC/USDT,25,81,23,353.4
DOGE/USDT,25,81,23,509.43
NEAR/USDT,25,81,23,-71.59
TIA/USDT,25,81,23,-79.03
TAO/USDT,25,81,23,-13.46
TON/USDT,25,81,23,-11.28
ETH/USDT,25,81,24,445.24
BTC/USDT,25,81,24,338.28
DOGE/USDT,25,81,24,496.6
NEAR/USDT,25,81,24,-58.92
TIA/USDT,25,81,24,-70.07
TAO/USDT,25,81,24,-10.4
TON/USDT,25,81,24,-9.33
ETH/USDT,25,81,25,424.73
BTC/USDT,25,81,25,340.1
DOGE/USDT,25,81,25,482.21
NEAR/USDT,25,81,25,13.67
TIA/USDT,25,81,25,-61.41
TAO/USDT,25,81,25,-34.04
TON/USDT,25,81,25,-11.04
ETH/USDT,25,81,26,349.88
BTC/USDT,25,81,26,338.13
DOGE/USDT,25,81,26,489.62
NEAR/USDT,25,81,26,-11.56
TIA/USDT,25,81,26,-59.97
TAO/USDT,25,81,26,-33.08
TON/USDT,25,81,26,-13.48
ETH/USDT,25,81,27,293.76
BTC/USDT,25,81,27,350.9
DOGE/USDT,25,81,27,443.64
NEAR/USDT,25,81,27,-16.41
TIA/USDT,25,81,27,-51.92
TAO/USDT,25,81,27,-19.69
TON/USDT,25,81,27,-13.48
ETH/USDT,25,81,28,284.88
BTC/USDT,25,81,28,365.28
DOGE/USDT,25,81,28,413.7
NEAR/USDT,25,81,28,-26.61
TIA/USDT,25,81,28,-19.16
TAO/USDT,25,81,28,-15.08
TON/USDT,25,81,28,-8.58
ETH/USDT,25,81,29,280.45
BTC/USDT,25,81,29,313.46
DOGE/USDT,25,81,29,440.37
NEAR/USDT,25,81,29,-61.43
TIA/USDT,25,81,29,-36.56
TAO/USDT,25,81,29,-15.51
TON/USDT,25,81,29,-7.96
ETH/USDT,25,82,17,397.47
BTC/USDT,25,82,17,181.08
DOGE/USDT,25,82,17,644.05
NEAR/USDT,25,82,17,147.89
TIA/USDT,25,82,17,-69.01
TAO/USDT,25,82,17,17.64
TON/USDT,25,82,17,-11.76
ETH/USDT,25,82,18,424.66
BTC/USDT,25,82,18,228.88
DOGE/USDT,25,82,18,619.43
NEAR/USDT,25,82,18,68.13
TIA/USDT,25,82,18,-71.23
TAO/USDT,25,82,18,-13.11
TON/USDT,25,82,18,-11.44
ETH/USDT,25,82,19,402.02
BTC/USDT,25,82,19,259.31
DOGE/USDT,25,82,19,589.61
NEAR/USDT,25,82,19,65.51
TIA/USDT,25,82,19,-83.57
TAO/USDT,25,82,19,-5.92
TON/USDT,25,82,19,-11.66
ETH/USDT,25,82,20,464.17
BTC/USDT,25,82,20,257.45
DOGE/USDT,25,82,20,628.39
NEAR/USDT,25,82,20,22.64
TIA/USDT,25,82,20,-108.08
TAO/USDT,25,82,20,-7.38
TON/USDT,25,82,20,-9.44
ETH/USDT,25,82,21,461.43
BTC/USDT,25,82,21,281.22
DOGE/USDT,25,82,21,559.16
NEAR/USDT,25,82,21,22.28
TIA/USDT,25,82,21,-115.3
TAO/USDT,25,82,21,-16.25
TON/USDT,25,82,21,-13.25
ETH/USDT,25,82,22,444.47
BTC/USDT,25,82,22,316.01
DOGE/USDT,25,82,22,565.83
NEAR/USDT,25,82,22,-43.27
TIA/USDT,25,82,22,-72.61
TAO/USDT,25,82,22,-15.79
TON/USDT,25,82,22,-14.0
ETH/USDT,25,82,23,449.24
BTC/USDT,25,82,23,349.79
DOGE/USDT,25,82,23,520.39
NEAR/USDT,25,82,23,-76.2
TIA/USDT,25,82,23,-80.19
TAO/USDT,25,82,23,-13.46
TON/USDT,25,82,23,-6.64
ETH/USDT,25,82,24,416.94
BTC/USDT,25,82,24,351.03
DOGE/USDT,25,82,24,492.83
NEAR/USDT,25,82,24,-39.69
TIA/USDT,25,82,24,-71.15
TAO/USDT,25,82,24,-13.76
TON/USDT,25,82,24,-10.76
ETH/USDT,25,82,25,413.71
BTC/USDT,25,82,25,331.66
DOGE/USDT,25,82,25,491.88
NEAR/USDT,25,82,25,-9.1
TIA/USDT,25,82,25,-55.3
TAO/USDT,25,82,25,-29.02
TON/USDT,25,82,25,-11.04
ETH/USDT,25,82,26,323.05
BTC/USDT,25,82,26,350.31
DOGE/USDT,25,82,26,470.27
NEAR/USDT,25,82,26,-5.46
TIA/USDT,25,82,26,-58.42
TAO/USDT,25,82,26,-32.55
TON/USDT,25,82,26,-12.59
ETH/USDT,25,82,27,281.19
BTC/USDT,25,82,27,351.64
DOGE/USDT,25,82,27,475.77
NEAR/USDT,25,82,27,-30.44
TIA/USDT,25,82,27,-59.73
TAO/USDT,25,82,27,-14.64
TON/USDT,25,82,27,-12.59
ETH/USDT,25,82,28,285.84
BTC/USDT,25,82,28,373.68
DOGE/USDT,25,82,28,429.06
NEAR/USDT,25,82,28,-32.62
TIA/USDT,25,82,28,-24.49
TAO/USDT,25,82,28,-9.32
TON/USDT,25,82,28,-8.58
ETH/USDT,25,82,29,266.2
BTC/USDT,25,82,29,322.44
DOGE/USDT,25,82,29,456.17
NEAR/USDT,25,82,29,-33.44
TIA/USDT,25,82,29,-25.53
TAO/USDT,25,82,29,-19.62
TON/USDT,25,82,29,-7.96
ETH/USDT,25,83,17,428.22
BTC/USDT,25,83,17,182.44
DOGE/USDT,25,83,17,644.1
NEAR/USDT,25,83,17,139.54
TIA/USDT,25,83,17,-73.73
TAO/USDT,25,83,17,11.72
TON/USDT,25,83,17,-16.84
ETH/USDT,25,83,18,407.81
BTC/USDT,25,83,18,231.59
DOGE/USDT,25,83,18,615.47
NEAR/USDT,25,83,18,88.74
TIA/USDT,25,83,18,-83.94
TAO/USDT,25,83,18,-8.39
TON/USDT,25,83,18,-11.44
ETH/USDT,25,83,19,413.87
BTC/USDT,25,83,19,240.92
DOGE/USDT,25,83,19,587.77
NEAR/USDT,25,83,19,53.87
TIA/USDT,25,83,19,-86.58
TAO/USDT,25,83,19,-12.49
TON/USDT,25,83,19,-11.74
ETH/USDT,25,83,20,466.72
BTC/USDT,25,83,20,268.69
DOGE/USDT,25,83,20,611.81
NEAR/USDT,25,83,20,9.97
TIA/USDT,25,83,20,-102.16
TAO/USDT,25,83,20,-5.07
TON/USDT,25,83,20,-10.39
ETH/USDT,25,83,21,459.69
BTC/USDT,25,83,21,300.62
DOGE/USDT,25,83,21,584.56
NEAR/USDT,25,83,21,-6.58
TIA/USDT,25,83,21,-89.65
TAO/USDT,25,83,21,-17.77
TON/USDT,25,83,21,-13.25
ETH/USDT,25,83,22,436.95
BTC/USDT,25,83,22,325.92
DOGE/USDT,25,83,22,563.41
NEAR/USDT,25,83,22,-47.63
TIA/USDT,25,83,22,-74.32
TAO/USDT,25,83,22,-10.65
TON/USDT,25,83,22,-14.0
ETH/USDT,25,83,23,442.29
BTC/USDT,25,83,23,354.43
DOGE/USDT,25,83,23,529.69
NEAR/USDT,25,83,23,-83.49
TIA/USDT,25,83,23,-91.59
TAO/USDT,25,83,23,-23.48
TON/USDT,25,83,23,-6.98
ETH/USDT,25,83,24,420.14
BTC/USDT,25,83,24,360.54
DOGE/USDT,25,83,24,495.24
NEAR/USDT,25,83,24,-50.18
TIA/USDT,25,83,24,-65.92
TAO/USDT,25,83,24,-8.74
TON/USDT,25,83,24,-10.76
ETH/USDT,25,83,25,389.39
BTC/USDT,25,83,25,329.35
DOGE/USDT,25,83,25,499.83
NEAR/USDT,25,83,25,-2.59
TIA/USDT,25,83,25,-54.58
TAO/USDT,25,83,25,-24.43
TON/USDT,25,83,25,-10.15
ETH/USDT,25,83,26,315.53
BTC/USDT,25,83,26,328.19
DOGE/USDT,25,83,26,490.81
NEAR/USDT,25,83,26,2.36
TIA/USDT,25,83,26,-49.26
TAO/USDT,25,83,26,-19.14
TON/USDT,25,83,26,-11.6
ETH/USDT,25,83,27,278.07
BTC/USDT,25,83,27,355.85
DOGE/USDT,25,83,27,485.19
NEAR/USDT,25,83,27,-23.14
TIA/USDT,25,83,27,-51.01
TAO/USDT,25,83,27,-8.23
TON/USDT,25,83,27,-12.59
ETH/USDT,25,83,28,287.07
BTC/USDT,25,83,28,373.64
DOGE/USDT,25,83,28,454.6
NEAR/USDT,25,83,28,-37.16
TIA/USDT,25,83,28,-32.59
TAO/USDT,25,83,28,-12.21
TON/USDT,25,83,28,-11.42
ETH/USDT,25,83,29,243.01
BTC/USDT,25,83,29,327.41
DOGE/USDT,25,83,29,462.08
NEAR/USDT,25,83,29,-43.84
TIA/USDT,25,83,29,-25.7
TAO/USDT,25,83,29,-22.77
TON/USDT,25,83,29,-7.96
ETH/USDT,25,84,17,418.61
BTC/USDT,25,84,17,192.01
DOGE/USDT,25,84,17,642.83
NEAR/USDT,25,84,17,134.5
TIA/USDT,25,84,17,-81.64
TAO/USDT,25,84,17,12.78
TON/USDT,25,84,17,-12.18
ETH/USDT,25,84,18,411.57
BTC/USDT,25,84,18,223.04
DOGE/USDT,25,84,18,606.48
NEAR/USDT,25,84,18,106.73
TIA/USDT,25,84,18,-76.48
TAO/USDT,25,84,18,-9.02
TON/USDT,25,84,18,-11.8
ETH/USDT,25,84,19,410.85
BTC/USDT,25,84,19,237.29
DOGE/USDT,25,84,19,590.6
NEAR/USDT,25,84,19,65.92
TIA/USDT,25,84,19,-93.54
TAO/USDT,25,84,19,-13.85
TON/USDT,25,84,19,-11.74
ETH/USDT,25,84,20,459.9
BTC/USDT,25,84,20,262.79
DOGE/USDT,25,84,20,608.51
NEAR/USDT,25,84,20,-5.35
TIA/USDT,25,84,20,-113.36
TAO/USDT,25,84,20,-12.67
TON/USDT,25,84,20,-10.39
ETH/USDT,25,84,21,452.26
BTC/USDT,25,84,21,304.07
DOGE/USDT,25,84,21,588.11
NEAR/USDT,25,84,21,-22.41
TIA/USDT,25,84,21,-88.98
TAO/USDT,25,84,21,-25.26
TON/USDT,25,84,21,-13.25
ETH/USDT,25,84,22,445.15
BTC/USDT,25,84,22,327.71
DOGE/USDT,25,84,22,560.63
NEAR/USDT,25,84,22,-42.37
TIA/USDT,25,84,22,-77.56
TAO/USDT,25,84,22,-16.04
TON/USDT,25,84,22,-13.88
ETH/USDT,25,84,23,437.18
BTC/USDT,25,84,23,359.75
DOGE/USDT,25,84,23,551.91
NEAR/USDT,25,84,23,-82.29
TIA/USDT,25,84,23,-92.84
TAO/USDT,25,84,23,-14.34
TON/USDT,25,84,23,-9.15
ETH/USDT,25,84,24,442.28
BTC/USDT,25,84,24,367.7
DOGE/USDT,25,84,24,505.36
NEAR/USDT,25,84,24,-40.26
TIA/USDT,25,84,24,-62.67
TAO/USDT,25,84,24,-10.29
TON/USDT,25,84,24,-8.01
ETH/USDT,25,84,25,388.28
BTC/USDT,25,84,25,326.05
DOGE/USDT,25,84,25,485.76
NEAR/USDT,25,84,25,-10.14
TIA/USDT,25,84,25,-53.28
TAO/USDT,25,84,25,-30.76
TON/USDT,25,84,25,-10.15
ETH/USDT,25,84,26,305.68
BTC/USDT,25,84,26,340.58
DOGE/USDT,25,84,26,480.34
NEAR/USDT,25,84,26,-6.95
TIA/USDT,25,84,26,-52.04
TAO/USDT,25,84,26,-14.93
TON/USDT,25,84,26,-11.16
ETH/USDT,25,84,27,294.77
BTC/USDT,25,84,27,351.55
DOGE/USDT,25,84,27,482.29
NEAR/USDT,25,84,27,-37.96
TIA/USDT,25,84,27,-42.96
TAO/USDT,25,84,27,-1.26
TON/USDT,25,84,27,-10.64
ETH/USDT,25,84,28,278.68
BTC/USDT,25,84,28,374.63
DOGE/USDT,25,84,28,448.03
NEAR/USDT,25,84,28,-46.92
TIA/USDT,25,84,28,-42.3
TAO/USDT,25,84,28,-10.36
TON/USDT,25,84,28,-11.42
ETH/USDT,25,84,29,232.96
BTC/USDT,25,84,29,333.33
DOGE/USDT,25,84,29,473.61
NEAR/USDT,25,84,29,-27.04
TIA/USDT,25,84,29,-27.97
TAO/USDT,25,84,29,-27.08
TON/USDT,25,84,29,-8.89
ETH/USDT,25,85,17,411.59
BTC/USDT,25,85,17,185.06
DOGE/USDT,25,85,17,620.0
NEAR/USDT,25,85,17,152.62
TIA/USDT,25,85,17,-89.96
TAO/USDT,25,85,17,10.81
TON/USDT,25,85,17,-12.08
ETH/USDT,25,85,18,432.23
BTC/USDT,25,85,18,242.49
DOGE/USDT,25,85,18,608.95
NEAR/USDT,25,85,18,124.11
TIA/USDT,25,85,18,-73.52
TAO/USDT,25,85,18,-9.08
TON/USDT,25,85,18,-11.8
ETH/USDT,25,85,19,399.18
BTC/USDT,25,85,19,230.58
DOGE/USDT,25,85,19,615.22
NEAR/USDT,25,85,19,83.98
TIA/USDT,25,85,19,-89.14
TAO/USDT,25,85,19,-16.43
TON/USDT,25,85,19,-12.77
ETH/USDT,25,85,20,440.44
BTC/USDT,25,85,20,261.54
DOGE/USDT,25,85,20,618.37
NEAR/USDT,25,85,20,-11.51
TIA/USDT,25,85,20,-104.51
TAO/USDT,25,85,20,-12.68
TON/USDT,25,85,20,-10.39
ETH/USDT,25,85,21,466.62
BTC/USDT,25,85,21,283.31
DOGE/USDT,25,85,21,569.82
NEAR/USDT,25,85,21,-45.42
TIA/USDT,25,85,21,-85.7
TAO/USDT,25,85,21,-22.9
TON/USDT,25,85,21,-10.58
ETH/USDT,25,85,22,447.35
BTC/USDT,25,85,22,334.24
DOGE/USDT,25,85,22,539.29
NEAR/USDT,25,85,22,-42.62
TIA/USDT,25,85,22,-75.38
TAO/USDT,25,85,22,-20.82
TON/USDT,25,85,22,-8.49
ETH/USDT,25,85,23,444.35
BTC/USDT,25,85,23,355.31
DOGE/USDT,25,85,23,566.7
NEAR/USDT,25,85,23,-77.3
TIA/USDT,25,85,23,-86.49
TAO/USDT,25,85,23,-12.39
TON/USDT,25,85,23,-8.26
ETH/USDT,25,85,24,447.13
BTC/USDT,25,85,24,356.49
DOGE/USDT,25,85,24,492.33
NEAR/USDT,25,85,24,-46.18
TIA/USDT,25,85,24,-66.3
TAO/USDT,25,85,24,-11.21
TON/USDT,25,85,24,-8.01
ETH/USDT,25,85,25,385.39
BTC/USDT,25,85,25,333.27
DOGE/USDT,25,85,25,484.6
NEAR/USDT,25,85,25,-14.63
TIA/USDT,25,85,25,-52.96
TAO/USDT,25,85,25,-32.15
TON/USDT,25,85,25,-10.67
ETH/USDT,25,85,26,312.99
BTC/USDT,25,85,26,326.9
DOGE/USDT,25,85,26,463.75
NEAR/USDT,25,85,26,-21.54
TIA/USDT,25,85,26,-52.29
TAO/USDT,25,85,26,-15.46
TON/USDT,25,85,26,-11.6
ETH/USDT,25,85,27,279.5
BTC/USDT,25,85,27,356.54
